Patv,Wspd,Ndir,Pab1,Pab2,Pab3,Target
136.07,3.5,395.5,0.99,0.99,0.99,136.07
175.66,3.82,383.32,0.99,0.99,0.99,175.66
185.33,3.93,390.3,0.99,0.99,0.99,185.33
190.31,4.1,391.91,0.99,0.99,0.99,190.31
157.19,3.76,391.36,0.99,0.99,0.99,157.19
177.5,3.64,383.28,0.99,0.99,0.99,177.5
143.3,3.31,389.7,0.99,0.99,0.99,143.3
249.84,4.47,369.07,0.99,0.99,0.99,249.84
305.74,4.78,357.47,0.99,0.99,0.99,305.74
233.42,4.17,362.51,0.99,0.99,0.99,233.42
214.9,4.2,358.5,0.99,0.99,0.99,214.9
501.06,6.18,337.39,1,1,1,501.06
385.96,5.4,333.27,0.99,0.99,0.99,385.96
293.4,4.79,344.31,0.99,0.99,0.99,293.4
279.88,4.78,343.26,0.99,0.99,0.99,279.88
211.34,4.14,347.83,0.99,0.99,0.99,211.34
218.74,4.44,343.8,0.99,0.99,0.99,218.74
139.15,3.52,356.22,0.99,0.99,0.99,139.15
113.74,3.09,340.09,0.99,0.99,0.99,113.74
86.51,2.75,347.42,0.99,0.99,0.99,86.51
41.54,1.89,346.08,0.99,0.99,0.99,41.54
7.45,1.51,364.71,0.99,0.99,0.99,7.45
5.32,1.39,373.49,1,1,1,5.32
0.16,1.2,391.77,1.01,1.01,1.01,0.16
-0.31,1.39,391.77,1.6,1.6,1.6,-0.31
-0.3,1.27,391.77,1.9,1.9,1.9,-0.3
-0.3,0.97,391.77,1.9,1.9,1.9,-0.3
-0.3,0.81,391.77,1.9,1.9,1.9,-0.3
-0.3,0.83,391.77,1.9,1.9,1.9,-0.3
-0.3,1.23,391.77,1.9,1.9,1.9,-0.3
-0.3,1.07,391.77,1.9,1.9,1.9,-0.3
-0.3,1.08,391.77,1.9,1.9,1.9,-0.3
-0.3,1.04,391.77,1.9,1.9,1.9,-0.3
-0.3,0.94,391.77,1.9,1.9,1.9,-0.3
-0.3,1.71,391.77,1.9,1.9,1.9,-0.3
-0.3,2.02,391.77,1.9,1.9,1.9,-0.3
-0.3,2.2,391.77,1.9,1.9,1.9,-0.3
-0.3,2.78,366.42,1.9,1.9,1.9,-0.3
-0.3,3.77,281.39,1.9,1.9,1.9,-0.3
99.96,3.56,213.05,1.14,1.14,1.14,99.96
165.65,3.58,213.26,0.99,0.99,0.99,165.65
217.39,4.18,221.43,0.99,0.99,0.99,217.39
236.19,4.16,185.72,0.99,0.99,0.99,236.19
369.41,4.53,211,1,1,1,369.41
263.84,4.12,211.31,0.99,0.99,0.99,263.84
599.43,6.46,202.42,1,1,1,599.43
285.32,4.27,192.86,0.99,0.99,0.99,285.32
756.21,7.09,210.36,1,1,1,756.21
246.27,9.2,228.52,1.71,1.71,1.71,246.27
-0.3,11.34,229.72,1.9,1.9,1.9,-0.3
-0.3,9.51,230.24,1.9,1.9,1.9,-0.3
-0.3,8.51,234.32,1.9,1.9,1.9,-0.3
-0.3,8.8,234.33,1.9,1.9,1.9,-0.3
-0.3,8.35,234.33,1.9,1.9,1.9,-0.3
-0.3,6.85,234.32,1.9,1.9,1.9,-0.3
-0.3,3.72,234.32,1.9,1.9,1.9,-0.3
-0.3,4,234.33,1.9,1.9,1.9,-0.3
-0.3,3.1,234.33,1.9,1.9,1.9,-0.3
-0.3,6.58,234.33,1.9,1.9,1.9,-0.3
-0.3,5.7,234.33,1.9,1.9,1.9,-0.3
-0.3,4.9,234.33,1.9,1.9,1.9,-0.3
-0.3,4.3,234.33,1.9,1.9,1.9,-0.3
-0.3,4.65,234.33,1.9,1.9,1.9,-0.3
-0.3,9.26,234.33,1.9,1.9,1.9,-0.3
-0.3,5.56,234.33,1.9,1.9,1.9,-0.3
-0.3,5.43,234.33,1.9,1.9,1.9,-0.3
-0.3,6.48,234.33,1.9,1.9,1.9,-0.3
-0.3,5.96,234.33,1.9,1.9,1.9,-0.3
-0.3,8.16,234.33,1.9,1.9,1.9,-0.3
-0.3,3.48,234.33,1.9,1.9,1.9,-0.3
-0.3,6.06,234.33,1.9,1.9,1.9,-0.3
-0.3,4.87,234.33,1.9,1.9,1.9,-0.3
0,0,221.33,0.94,0.94,0.94,0
0,0,233.93,1,1,1,0
0,0,216.32,0.92,0.92,0.92,0
0,5.45,234.26,1.82,1.82,1.82,0
0,5.11,240.03,1.88,1.88,1.88,0
734.18,7.24,219.44,1.07,1.07,1.07,734.18
1060.37,8.48,237.67,1,1,1,1060.37
1411.81,10.57,228.19,1.03,1.03,1.03,1411.81
1543.7,14.07,263.14,1.12,1.12,1.12,1543.7
1546.41,13.47,266.79,1.11,1.11,1.11,1546.41
1547.67,12.97,272.94,1.1,1.1,1.1,1547.67
1547.98,12.49,280.45,1.09,1.09,1.09,1547.98
1482.72,10.76,289.93,1.04,1.04,1.04,1482.72
1295.3,9.04,290.09,1.01,1.01,1.01,1295.3
1147.33,8.58,300.97,1.02,1.02,1.02,1147.33
1528.18,10.75,319.5,1.03,1.03,1.03,1528.18
1264.34,8.81,326.1,1,1,1,1264.34
1505.11,10.25,330.9,1.02,1.02,1.02,1505.11
986.94,7.97,338.48,1,1,1,986.94
1118.43,8.4,349.95,1,1,1,1118.43
1020.5,8.1,359.43,1,1,1,1020.5
887.81,7.59,369.04,1,1,1,887.81
973.44,7.94,379.38,1,1,1,973.44
1125.62,8.47,383.47,1,1,1,1125.62
1124.67,8.53,380.08,1,1,1,1124.67
972.94,7.99,383.77,1,1,1,972.94
948.54,7.86,380.03,1,1,1,948.54
917.97,7.84,386.84,1,1,1,917.97
755.6,7.2,382.32,1,1,1,755.6
851.71,7.57,385.38,1,1,1,851.71
1032.56,8.42,375.67,1,1,1,1032.56
655.18,6.3,378.35,1,1,1,655.18
1224.59,8.96,389.85,1.01,1.01,1.01,1224.59
1016.93,8.11,397.83,1,1,1,1016.93
1092.43,8.58,402.58,1,1,1,1092.43
1062.91,8.38,405.42,1,1,1,1062.91
1174.69,8.87,405.43,1,1,1,1174.69
970.79,8.15,405.43,1,1,1,970.79
782.71,7.34,407.86,1,1,1,782.71
349.99,5.08,417.15,0.99,0.99,0.99,349.99
449.14,5.89,418.51,0.99,0.99,0.99,449.14
373.38,5.37,404.29,0.99,0.99,0.99,373.38
388.03,5.53,404.66,0.99,0.99,0.99,388.03
490.81,6.17,404.66,1,1,1,490.81
448.13,5.9,401.58,0.99,0.99,0.99,448.13
559,6.45,397.05,1,1,1,559
509.08,6.18,397.04,1,1,1,509.08
586.92,6.57,397.04,1,1,1,586.92
640.67,6.73,390.04,1,1,1,640.67
677.45,6.82,389.46,1,1,1,677.45
658.99,6.79,389.46,1,1,1,658.99
632.56,6.75,382.29,1,1,1,632.56
596.34,6.52,381.93,1,1,1,596.34
665.69,6.82,381.93,1,1,1,665.69
620.73,6.64,378.3,1,1,1,620.73
636.7,6.69,366.89,1,1,1,636.7
679.52,6.84,370.95,1,1,1,679.52
550.08,6.05,374.2,1,1,1,550.08
578.38,6.46,366.69,1,1,1,578.38
559.33,6.3,366.69,1,1,1,559.33
599.27,6.5,363.93,1,1,1,599.27
594.19,6.55,359.07,1,1,1,594.19
499.42,6.07,365.09,1,1,1,499.42
484.71,6.03,359.07,1,1,1,484.71
520.48,6.26,359.07,1,1,1,520.48
529.02,6.41,359.07,1,1,1,529.02
612.14,6.75,351.71,1,1,1,612.14
561.53,6.53,351.54,1,1,1,561.53
582.12,6.73,348.4,1,1,1,582.12
565.78,6.55,343.95,1,1,1,565.78
519.71,6.34,343.95,1,1,1,519.71
456.3,5.97,348.08,0.99,0.99,0.99,456.3
409.97,5.73,349.55,0.99,0.99,0.99,409.97
623.56,6.83,339.85,1,1,1,623.56
721.74,7.34,343.91,1,1,1,721.74
682.81,7.04,345.25,1,1,1,682.81
591.43,6.72,351.47,1,1,1,591.43
488.22,6.18,351.47,1,1,1,488.22
500.59,6.39,351.47,1,1,1,500.59
577.35,6.76,351.47,1,1,1,577.35
675.2,7.13,351.47,1,1,1,675.2
739.37,7.39,351.47,1,1,1,739.37
878.37,7.83,351.47,1,1,1,878.37
734.95,7.13,350.25,1,1,1,734.95
528.87,6.14,345.92,1,1,1,528.87
489.34,5.97,345.56,0.99,0.99,0.99,489.34
516.72,6.05,346.69,1,1,1,516.72
405.61,5.52,340.65,0.99,0.99,0.99,405.61
341.81,4.91,336.32,0.99,0.99,0.99,341.81
637.65,6.58,342.25,1,1,1,637.65
607.63,6.55,350.77,1,1,1,607.63
872.29,7.66,351.47,1,1,1,872.29
740.81,7.01,357.63,1,1,1,740.81
857.3,7.51,364.38,1,1,1,857.3
618.06,6.63,373.64,1,1,1,618.06
482.77,6.04,381.85,0.99,0.99,0.99,482.77
420.02,5.72,381.85,0.99,0.99,0.99,420.02
463.58,5.81,396.88,0.99,0.99,0.99,463.58
536.24,6.05,400.97,0.99,0.99,0.99,536.24
509.51,5.96,404.66,1,1,1,509.51
700.27,6.89,404.66,1,1,1,700.27
809.23,7.39,405.18,1,1,1,809.23
755.72,7.1,413.1,1,1,1,755.72
926.56,7.53,419.87,1,1,1,926.56
816,7.2,419.91,1,1,1,816
533.87,5.84,419.91,1,1,1,533.87
343.88,4.72,419.91,0.99,0.99,0.99,343.88
205.27,3.48,419.91,0.99,0.99,0.99,205.27
261.14,3.98,419.91,0.99,0.99,0.99,261.14
206.82,3.51,419.91,0.99,0.99,0.99,206.82
153.12,2.97,427.26,0.99,0.99,0.99,153.12
151.24,3.02,424,0.99,0.99,0.99,151.24
155.26,2.96,420.98,0.99,0.99,0.99,155.26
226.53,3.87,434.72,0.99,0.99,0.99,226.53
328.17,4.73,443.3,0.99,0.99,0.99,328.17
389.39,5.09,446.27,0.99,0.99,0.99,389.39
357.49,4.95,446.27,0.99,0.99,0.99,357.49
361.48,4.98,446.27,0.99,0.99,0.99,361.48
257.91,4.36,446.27,0.99,0.99,0.99,257.91
184.43,3.6,446.27,0.99,0.99,0.99,184.43
170.67,3.45,446.27,0.99,0.99,0.99,170.67
165.23,3.56,446.27,0.99,0.99,0.99,165.23
231.8,4.09,446.27,0.99,0.99,0.99,231.8
202.28,3.73,446.27,0.99,0.99,0.99,202.28
159.92,3.39,453.93,0.99,0.99,0.99,159.92
118.33,2.87,455.31,0.99,0.99,0.99,118.33
90.35,2.68,454.92,0.99,0.99,0.99,90.35
68.57,2.22,442.68,0.99,0.99,0.99,68.57
101.5,2.75,452.22,0.99,0.99,0.99,101.5
126.79,3.04,447.79,0.99,0.99,0.99,126.79
150.55,3.3,444.23,0.99,0.99,0.99,150.55
171.22,3.34,442.93,0.99,0.99,0.99,171.22
155.76,3.31,434.5,0.99,0.99,0.99,155.76
166.97,3.47,435.1,0.99,0.99,0.99,166.97
121.78,2.82,441.85,0.99,0.99,0.99,121.78
135.31,3.03,447.3,0.99,0.99,0.99,135.31
111.92,2.81,446.01,0.99,0.99,0.99,111.92
87.08,2.45,445.99,0.99,0.99,0.99,87.08
58.05,2.11,451.27,0.99,0.99,0.99,58.05
64.31,2.26,460.48,0.99,0.99,0.99,64.31
7.61,1.45,457.07,1,1,1,7.61
1.77,1.44,470.5,1.01,1.01,1.01,1.77
5.12,1.39,452.53,1.21,1.21,1.21,5.12
-0.3,1.43,437.35,1.9,1.9,1.9,-0.3
-0.3,1.19,437.35,1.9,1.9,1.9,-0.3
-0.3,1.48,437.35,1.9,1.9,1.9,-0.3
-0.3,2.04,437.35,1.9,1.9,1.9,-0.3
-0.3,1.61,437.35,1.9,1.9,1.9,-0.3
-0.3,1.75,437.35,1.9,1.9,1.9,-0.3
-0.3,2.69,437.35,1.9,1.9,1.9,-0.3
-0.3,1.93,437.35,1.9,1.9,1.9,-0.3
-0.3,2.47,437.35,1.9,1.9,1.9,-0.3
-0.3,1.83,437.35,1.9,1.9,1.9,-0.3
-0.3,2.13,437.35,1.9,1.9,1.9,-0.3
-0.3,1.8,437.35,1.9,1.9,1.9,-0.3
-0.3,2.34,437.35,1.9,1.9,1.9,-0.3
-0.3,1.85,437.35,1.9,1.9,1.9,-0.3
-0.3,1.85,437.35,1.9,1.9,1.9,-0.3
-0.3,1.82,437.35,1.9,1.9,1.9,-0.3
-0.3,1.68,437.35,1.9,1.9,1.9,-0.3
-0.3,1.97,437.35,1.9,1.9,1.9,-0.3
-0.3,1.84,437.35,1.9,1.9,1.9,-0.3
-0.3,1.91,437.35,1.9,1.9,1.9,-0.3
-0.3,1.95,437.35,1.9,1.9,1.9,-0.3
-0.3,2.6,437.35,1.9,1.9,1.9,-0.3
-0.3,3.24,385.5,1.9,1.9,1.9,-0.3
-0.3,2.66,209.13,1.87,1.87,1.87,-0.3
-0.3,2.35,183.73,1.9,1.9,1.9,-0.3
-0.3,1.99,183.73,1.9,1.9,1.9,-0.3
-0.3,2.09,183.73,1.9,1.9,1.9,-0.3
-0.3,2.96,183.73,1.9,1.9,1.9,-0.3
85.6,3.6,208.21,1.32,1.32,1.32,85.6
170.76,3.74,217.94,0.99,0.99,0.99,170.76
196.96,3.85,229.58,0.99,0.99,0.99,196.96
80.5,2.42,223.37,0.99,0.99,0.99,80.5
79.19,2.46,220.96,0.99,0.99,0.99,79.19
39.25,1.84,220.96,0.99,0.99,0.99,39.25
188.44,3.87,208.85,0.99,0.99,0.99,188.44
238.2,4.35,199.8,0.99,0.99,0.99,238.2
239.25,4.21,199.78,0.99,0.99,0.99,239.25
291.64,4.83,206.14,0.99,0.99,0.99,291.64
193.66,3.74,197.62,0.99,0.99,0.99,193.66
221.79,3.88,191.84,0.99,0.99,0.99,221.79
359.73,5.02,198.97,0.99,0.99,0.99,359.73
260.89,4.25,200.55,0.99,0.99,0.99,260.89
366.89,5.05,200.56,0.99,0.99,0.99,366.89
432.26,5.54,208.08,0.99,0.99,0.99,432.26
546.66,6.2,208.14,0.99,0.99,0.99,546.66
540.13,6.29,208.17,1,1,1,540.13
350.43,5.03,201.27,0.99,0.99,0.99,350.43
382.33,5.09,200.59,0.99,0.99,0.99,382.33
502.74,5.98,200.59,1,1,1,502.74
285.16,4.31,200.53,0.99,0.99,0.99,285.16
297.63,4.5,194.27,0.99,0.99,0.99,297.63
320.67,4.59,200.59,0.99,0.99,0.99,320.67
419.84,5.41,206.17,0.99,0.99,0.99,419.84
123.11,2.73,193.75,0.99,0.99,0.99,123.11
201.52,3.85,191.95,0.99,0.99,0.99,201.52
166.48,3.32,191.95,0.99,0.99,0.99,166.48
225.21,4.06,205.73,0.99,0.99,0.99,225.21
149.62,3.36,212.31,0.99,0.99,0.99,149.62
179.99,3.75,214.45,0.99,0.99,0.99,179.99
222.85,4.07,206.5,0.99,0.99,0.99,222.85
107.68,2.29,194.37,0.99,0.99,0.99,107.68
125.12,3.11,191.91,0.99,0.99,0.99,125.12
228.06,4.05,193.5,0.99,0.99,0.99,228.06
400.66,5.35,200.59,0.99,0.99,0.99,400.66
367.49,4.82,200.6,0.99,0.99,0.99,367.49
206.76,3.79,193.19,0.99,0.99,0.99,206.76
176.38,3.58,192.01,0.99,0.99,0.99,176.38
232.29,3.97,192.01,0.99,0.99,0.99,232.29
234.76,4.12,198.34,0.99,0.99,0.99,234.76
236.6,4.11,200.61,0.99,0.99,0.99,236.6
244.93,4.3,200.62,0.99,0.99,0.99,244.93
175.92,3.66,208.73,0.99,0.99,0.99,175.92
150.07,3.32,206.53,0.99,0.99,0.99,150.07
134.01,2.83,194,0.99,0.99,0.99,134.01
162.59,3.24,192.04,0.99,0.99,0.99,162.59
160.54,3.17,195.87,0.99,0.99,0.99,160.54
166.5,3.31,192.04,0.99,0.99,0.99,166.5
160.86,3.09,192.04,0.99,0.99,0.99,160.86
225.07,3.76,192.04,0.99,0.99,0.99,225.07
290.04,4.37,192.03,0.99,0.99,0.99,290.04
400.19,5.36,192.01,0.99,0.99,0.99,400.19
342.55,4.96,192.01,0.99,0.99,0.99,342.55
210.08,3.6,194.14,0.99,0.99,0.99,210.08
242.43,4.16,193.98,0.99,0.99,0.99,242.43
223.64,3.9,192.01,0.99,0.99,0.99,223.64
288.68,4.25,191.97,0.99,0.99,0.99,288.68
311.41,4.71,191.96,0.99,0.99,0.99,311.41
234.29,3.9,192.82,0.99,0.99,0.99,234.29
470.28,5.63,208.09,0.99,0.99,0.99,470.28
536.23,5.92,209.25,1,1,1,536.23
619.28,6.33,206.03,1,1,1,619.28
532.11,5.91,209.29,0.99,0.99,0.99,532.11
842.93,7.34,209.3,1,1,1,842.93
913.42,7.68,209.3,1,1,1,913.42
612.82,6.14,200.57,0.99,0.99,0.99,612.82
548.43,5.8,193.6,0.99,0.99,0.99,548.43
465.06,5.51,198.69,0.99,0.99,0.99,465.06
550.78,6.03,205.08,1,1,1,550.78
908.77,7.53,209.34,1,1,1,908.77
730.12,6.79,206.83,1,1,1,730.12
570.79,6.04,206.8,0.99,0.99,0.99,570.79
744.88,6.64,200.14,1,1,1,744.88
693.76,6.42,198.14,1,1,1,693.76
866.05,7.36,199.12,1,1,1,866.05
1002.42,8.08,202.69,1,1,1,1002.42
1057.33,8.03,201.2,1,1,1,1057.33
1100.66,8.24,200.22,1,1,1,1100.66
1059.46,7.95,208.42,1,1,1,1059.46
966.75,7.86,199.56,1,1,1,966.75
895.99,7.24,202.88,1,1,1,895.99
993.94,7.71,197.22,1,1,1,993.94
953.22,7.59,199.43,1,1,1,953.22
795.1,6.93,200.26,1,1,1,795.1
853.87,7.41,197.01,1,1,1,853.87
791.26,7.01,193.77,1,1,1,791.26
793.4,6.92,200.6,1,1,1,793.4
863.73,7.24,204.02,1,1,1,863.73
737.1,6.78,202.89,1,1,1,737.1
538.08,5.94,207.98,1,1,1,538.08
539.45,5.79,201.94,0.99,0.99,0.99,539.45
543.03,5.69,212.3,1,1,1,543.03
558.46,5.97,205.47,0.99,0.99,0.99,558.46
500.24,5.34,200.08,0.99,0.99,0.99,500.24
558.69,5.85,198.02,0.99,0.99,0.99,558.69
376.72,5.12,206.63,0.99,0.99,0.99,376.72
297.09,4.76,207.56,0.99,0.99,0.99,297.09
296.29,4.17,233.09,0.99,0.99,0.99,296.29
459.76,5.21,270.46,0.99,0.99,0.99,459.76
961.3,8,327.14,1,1,1,961.3
900.53,7.57,313.14,1,1,1,900.53
1288.64,10.29,329.92,1.04,1.04,1.04,1288.64
1309.26,10.02,318.84,1.04,1.04,1.04,1309.26
565.02,5.61,319.88,1,1,1,565.02
-2.39,1.27,278.43,1.43,1.43,1.43,-2.39
-0.3,1.24,273.33,1.9,1.9,1.9,-0.3
-0.3,2.12,273.33,1.9,1.9,1.9,-0.3
,,,,,,
-0.3,2.95,229.55,1.84,1.84,1.84,-0.3
1085.82,9.32,287.99,1.05,1.05,1.05,1085.82
1550.6,12.61,317.06,1.1,1.1,1.1,1550.6
1549.48,11.62,324.6,1.07,1.07,1.07,1549.48
1544.43,11.41,312.67,1.07,1.07,1.07,1544.43
1350.5,9.06,298.29,1.02,1.02,1.02,1350.5
1381.49,9.42,287.77,1.01,1.01,1.01,1381.49
1511.08,10.58,269.66,1.04,1.04,1.04,1511.08
1527.81,12.11,271.06,1.08,1.08,1.08,1527.81
1297.15,9.57,263.42,1.03,1.03,1.03,1297.15
1431.63,9.75,256.21,1.02,1.02,1.02,1431.63
1550.73,14.43,253.04,1.13,1.13,1.13,1550.73
1512.71,12.14,241.96,1.07,1.07,1.07,1512.71
1513.29,10.3,234.78,1.02,1.02,1.02,1513.29
1111.58,8.19,229.56,1,1,1,1111.58
1452.19,9.89,218.65,1.03,1.03,1.03,1452.19
1472.92,9.92,216.51,1.02,1.02,1.02,1472.92
1028.84,7.79,216.51,1,1,1,1028.84
697.44,6.65,216.51,1,1,1,697.44
294.73,4.52,216.51,0.99,0.99,0.99,294.73
118.91,2.83,216.51,0.99,0.99,0.99,118.91
145.34,3.41,214.53,0.99,0.99,0.99,145.34
188.24,3.5,214.61,0.99,0.99,0.99,188.24
301.28,4.56,220.24,0.99,0.99,0.99,301.28
323.36,4.54,216.47,0.99,0.99,0.99,323.36
292.84,4.3,220.58,0.99,0.99,0.99,292.84
576.61,6.17,229.31,1,1,1,576.61
375.04,5.13,232.88,0.99,0.99,0.99,375.04
203.47,3.9,245.13,0.99,0.99,0.99,203.47
197.59,3.96,249.07,0.99,0.99,0.99,197.59
129.34,3.18,242.08,0.99,0.99,0.99,129.34
24.5,1.6,228.46,1.03,1.03,1.03,24.5
-0.3,1.04,219.22,1.9,1.9,1.9,-0.3
-0.3,3.43,211.61,1.9,1.9,1.9,-0.3
19.34,2.38,148.83,1.18,1.18,1.18,19.34
-0.3,1.01,160.22,1.85,1.85,1.85,-0.3
-0.3,0.53,160.22,1.9,1.9,1.9,-0.3
-0.3,0.73,160.22,1.9,1.9,1.9,-0.3
-0.3,0.83,160.22,1.9,1.9,1.9,-0.3
-0.3,1.22,160.22,1.9,1.9,1.9,-0.3
-0.3,1.81,160.22,1.9,1.9,1.9,-0.3
-0.3,1.89,160.22,1.9,1.9,1.9,-0.3
-0.3,1.77,160.22,1.9,1.9,1.9,-0.3
123.96,4.85,187.73,1.6,1.6,1.6,123.96
561.24,6.18,209.48,1,1,1,561.24
542.64,6.28,211.04,1,1,1,542.64
313.95,4.86,210.51,0.99,0.99,0.99,313.95
281.15,4.55,210.51,0.99,0.99,0.99,281.15
163.13,3.38,213.83,0.99,0.99,0.99,163.13
247.28,4.24,227.13,0.99,0.99,0.99,247.28
414.96,5.29,230.51,0.99,0.99,0.99,414.96
230.18,4.12,232.47,0.99,0.99,0.99,230.18
169.81,3.4,236.59,0.99,0.99,0.99,169.81
180.35,3.63,239.49,0.99,0.99,0.99,180.35
221.11,4.06,253.27,0.99,0.99,0.99,221.11
299.85,4.6,259.64,0.99,0.99,0.99,299.85
273.17,4.47,264.25,0.99,0.99,0.99,273.17
487.5,5.67,270.93,0.99,0.99,0.99,487.5
536,6.09,270.96,1,1,1,536
484.25,5.78,270.51,0.99,0.99,0.99,484.25
432.24,5.62,252.75,0.99,0.99,0.99,432.24
504.56,5.84,248.18,0.99,0.99,0.99,504.56
326.82,4.71,253.89,0.99,0.99,0.99,326.82
155.61,3.46,264.36,0.99,0.99,0.99,155.61
106.51,2.85,264.36,0.99,0.99,0.99,106.51
108.18,2.83,264.36,0.99,0.99,0.99,108.18
128.78,3.18,260.08,0.99,0.99,0.99,128.78
89.18,2.71,257.61,0.99,0.99,0.99,89.18
40.75,1.93,244.05,0.99,0.99,0.99,40.75
-0.16,1.19,252.97,1.23,1.23,1.23,-0.16
-0.3,1.3,252.97,1.9,1.9,1.9,-0.3
-0.3,1.33,252.97,1.9,1.9,1.9,-0.3
-0.3,1.44,252.97,1.9,1.9,1.9,-0.3
-0.3,1.45,252.97,1.9,1.9,1.9,-0.3
-0.3,1.38,252.97,1.9,1.9,1.9,-0.3
-0.3,1.51,252.97,1.9,1.9,1.9,-0.3
-0.3,1.53,252.97,1.9,1.9,1.9,-0.3
-0.3,1.21,252.97,1.9,1.9,1.9,-0.3
-0.3,0.94,252.97,1.9,1.9,1.9,-0.3
-0.3,1.04,252.97,1.9,1.9,1.9,-0.3
-0.3,1.1,252.97,1.9,1.9,1.9,-0.3
-0.3,1.11,252.97,1.9,1.9,1.9,-0.3
-0.3,1.5,252.97,1.9,1.9,1.9,-0.3
-0.3,1.16,252.97,1.9,1.9,1.9,-0.3
-0.3,0.98,252.97,1.9,1.9,1.9,-0.3
-0.3,1.35,252.97,1.9,1.9,1.9,-0.3
-0.3,1.12,252.97,1.9,1.9,1.9,-0.3
-0.3,1.51,252.97,1.9,1.9,1.9,-0.3
-0.3,1.33,252.97,1.9,1.9,1.9,-0.3
-0.3,1.48,252.97,1.9,1.9,1.9,-0.3
-0.3,1.54,252.97,1.9,1.9,1.9,-0.3
-0.3,1.15,252.97,1.9,1.9,1.9,-0.3
-0.3,1.03,252.97,1.9,1.9,1.9,-0.3
-0.3,0.93,252.97,1.9,1.9,1.9,-0.3
-0.3,1,252.97,1.9,1.9,1.9,-0.3
-0.3,1.27,252.97,1.9,1.9,1.9,-0.3
-0.3,1.35,252.97,1.9,1.9,1.9,-0.3
-0.3,1.43,252.97,1.9,1.9,1.9,-0.3
-0.3,1.54,252.97,1.9,1.9,1.9,-0.3
-0.3,1.44,252.97,1.9,1.9,1.9,-0.3
-0.3,1.21,252.97,1.9,1.9,1.9,-0.3
-0.3,1.49,252.97,1.9,1.9,1.9,-0.3
-0.3,1.79,252.97,1.9,1.9,1.9,-0.3
-0.3,1.87,252.97,1.9,1.9,1.9,-0.3
-0.3,1.71,252.97,1.9,1.9,1.9,-0.3
-0.3,1.84,252.97,1.9,1.9,1.9,-0.3
-0.3,1.84,252.97,1.9,1.9,1.9,-0.3
-0.3,1.98,252.97,1.9,1.9,1.9,-0.3
-0.3,2.79,252.97,1.9,1.9,1.9,-0.3
-0.3,3.17,232.71,1.83,1.83,1.83,-0.3
56.74,2.35,186.88,1,1,1,56.74
98.02,2.77,198.15,0.99,0.99,0.99,98.02
170.54,3.62,198,0.99,0.99,0.99,170.54
126.21,3.12,202.71,0.99,0.99,0.99,126.21
154.67,3.37,205.03,0.99,0.99,0.99,154.67
203.94,3.86,204.14,0.99,0.99,0.99,203.94
268.2,4.18,193.14,0.99,0.99,0.99,268.2
339.2,4.76,194.68,0.99,0.99,0.99,339.2
344.1,4.9,200.52,0.99,0.99,0.99,344.1
538.16,5.73,198.16,0.99,0.99,0.99,538.16
573.51,6.28,205.18,1,1,1,573.51
828.83,7.34,206.08,1,1,1,828.83
906.83,7.49,205.24,1,1,1,906.83
750.73,6.76,205.8,1,1,1,750.73
802.46,7.05,200.7,1,1,1,802.46
791.47,7.19,207.72,1,1,1,791.47
785.52,7.11,204.32,1,1,1,785.52
876.93,7.4,197.29,1,1,1,876.93
795.99,7.07,203.08,1,1,1,795.99
1015.7,8,195.42,1,1,1,1015.7
910.89,7.57,202.91,1,1,1,910.89
961.21,7.76,192.86,1,1,1,961.21
1035.95,8.1,189.23,1,1,1,1035.95
879.83,7.5,200.2,1,1,1,879.83
1154.85,8.58,202.66,1,1,1,1154.85
952.19,7.67,196.16,1,1,1,952.19
991.02,7.94,205.86,1,1,1,991.02
1226.43,9.02,200.47,1.01,1.01,1.01,1226.43
1107.26,8.6,198.84,1.01,1.01,1.01,1107.26
1125.25,8.49,217.58,1,1,1,1125.25
900.19,7.57,209.81,1,1,1,900.19
830.41,7.2,209.89,1,1,1,830.41
1044.37,8.33,205.29,1.01,1.01,1.01,1044.37
983.51,8,200.47,1.01,1.01,1.01,983.51
850.87,7.39,200.18,1,1,1,850.87
1081.38,8.72,205.51,1.01,1.01,1.01,1081.38
1225.21,9.4,207.55,1.02,1.02,1.02,1225.21
1052.06,8.34,203.63,1.01,1.01,1.01,1052.06
1094.05,8.47,233.11,1.01,1.01,1.01,1094.05
1016.47,8.56,209.35,1.01,1.01,1.01,1016.47
750.43,6.78,210.51,1,1,1,750.43
797.53,7.31,225.15,1,1,1,797.53
493.04,5.52,211.71,1,1,1,493.04
954.69,7.98,217.47,1,1,1,954.69
646.93,6.3,193.56,1,1,1,646.93
742.58,6.93,211.79,1,1,1,742.58
665.93,7.39,202.48,1.14,1.14,1.14,665.93
571.52,7.06,236.97,1.12,1.12,1.12,571.52
1065.02,8.22,233.57,1,1,1,1065.02
1437.49,11.53,257.59,1.06,1.06,1.06,1437.49
1549.87,14.02,263.86,1.12,1.12,1.12,1549.87
1539.77,12.15,263.86,1.08,1.08,1.08,1539.77
1471.9,10.24,266.46,1.02,1.02,1.02,1471.9
828.32,7.15,265.83,1,1,1,828.32
420.04,5.53,253.69,0.99,0.99,0.99,420.04
333.43,4.9,246.93,0.99,0.99,0.99,333.43
325.37,4.75,235.97,0.99,0.99,0.99,325.37
315.07,4.79,232.21,0.99,0.99,0.99,315.07
