Patv,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv
1063.14,8.77,-0.14,30.37,39.88,196.58,1.01,1.01,1.01,-0.3
1048.78,8.44,2.39,30.54,40.19,207.58,1,1,1,-0.2
1182.8,9.09,0.94,30.6,40.39,216.34,1.01,1.01,1.01,-0.28
1403.05,10.65,-0.75,30.81,40.52,219.16,1.03,1.03,1.03,-0.25
1288.63,9.83,0.03,31.12,40.72,222.24,1.01,1.01,1.01,-0.29
974.23,8.52,-1.74,31.28,41.06,223.99,1,1,1,-0.22
1056.39,8.72,3.44,31.21,41.2,248.86,1.01,1.01,1.01,-0.22
996.39,8.54,-2.04,31.24,41.58,250.24,1,1,1,-0.29
1339.67,10.17,0.51,31.28,41.58,243.24,1.02,1.02,1.02,-0.24
970.85,7.9,1.6,31.09,41.45,249.09,1,1,1,-0.2
1146.38,9.11,1.91,31.04,41.64,249.4,1.01,1.01,1.01,-0.27
1333.42,9.99,-1.46,31.07,41.71,250.4,1.01,1.01,1.01,-0.24
1367.32,10.28,1.35,31.01,41.55,246.11,1.02,1.02,1.02,-0.25
1221.93,9.27,-1.02,30.82,41.49,251.48,1.01,1.01,1.01,-0.23
1267.65,9.49,0.62,30.82,41.68,248.74,1.01,1.01,1.01,-0.19
1337.58,10.06,-1.49,30.78,41.75,242.9,1.02,1.02,1.02,-0.23
1096.13,8.6,1.47,30.67,41.83,237.63,1,1,1,-0.25
922.56,7.89,0.02,30.55,41.96,245.1,1,1,1,-0.21
1100.35,8.68,-0.24,30.33,41.86,249.78,1,1,1,-0.2
1248.01,9.38,-2.6,30.17,41.73,248.88,1.01,1.01,1.01,-0.24
1242.54,9.1,-0.52,30.06,41.53,250.22,1,1,1,-0.21
906.49,7.93,0.42,29.96,41.47,258.71,1,1,1,-0.24
848.82,7.71,0.23,29.82,41.49,248.49,1,1,1,-0.23
849.44,7.52,-2.08,29.64,41.48,252.16,1,1,1,-0.26
873.34,7.61,0.38,29.43,41.25,251.17,1,1,1,-0.24
1172.88,9.05,1.46,29.26,41.04,251.19,1,1,1,-0.27
709.67,7.03,0.67,29.01,40.75,252.15,1,1,1,-0.29
570.56,6.33,-0.37,28.79,40.65,250.14,1,1,1,-0.23
600.05,6.51,2.16,28.58,40.34,252.22,1,1,1,-0.23
442.58,5.79,-0.46,28.35,40.07,255.99,0.99,0.99,0.99,-0.22
477.17,5.86,-0.19,28.17,39.51,250.51,0.99,0.99,0.99,-0.25
416.55,5.56,0.09,27.95,39.34,248.46,0.99,0.99,0.99,-0.21
210.07,4.13,-1.45,27.71,38.7,248.46,0.99,0.99,0.99,-0.21
86.11,2.63,-3.63,27.52,38.48,248.46,0.99,0.99,0.99,-0.22
70.42,2.42,-5.2,27.26,38.46,248.46,0.99,0.99,0.99,-0.22
17.96,2.66,12.64,27.07,38.25,253.01,1.15,1.15,1.15,-0.16
42.34,5.85,24.97,27.43,39.62,367.12,1.75,1.75,1.75,0.12
410.76,5.72,-0.41,27.01,39.24,400.21,1,1,1,-0.24
215.45,4.29,-4.22,25.64,36.58,369.95,0.99,0.99,0.99,-0.22
255.46,4.63,1.14,25.09,35.59,354.75,0.99,0.99,0.99,-0.23
361.69,5.52,1.15,24.63,34.79,353.03,0.99,0.99,0.99,-0.25
637.11,6.96,0.18,24.09,34.74,347.26,1,1,1,-0.32
746.37,7.4,0.59,23.4,34.27,353.03,1,1,1,-0.2
607.1,6.83,3.98,22.92,33.95,353.14,1,1,1,-0.24
468.52,6.23,-2.71,22.61,33.64,354.79,1,1,1,-0.23
368.37,5.5,-1.78,22.31,32.98,345.41,0.99,0.99,0.99,-0.26
484.77,6.39,4.36,22,32.65,346.97,1,1,1,-0.25
497.96,6.31,-0.21,21.72,32.37,352.96,1,1,1,-0.26
608.45,6.95,0.16,21.5,32.24,363.14,1,1,1,-0.21
533.52,6.57,-2.78,21.31,31.9,371.55,0.99,0.99,0.99,-0.27
957.81,8.53,-0.05,21.23,31.75,371.57,1,1,1,-0.28
726.14,7.31,-4.56,21.13,31.67,360.12,1,1,1,-0.24
521.02,6.39,3.82,20.92,31.79,358.07,1,1,1,-0.24
786.32,7.68,2.57,20.82,31.65,371.78,1,1,1,-0.22
522.03,6.42,-3.11,20.79,31.63,366.81,1,1,1,-0.24
420.14,5.93,2.34,20.63,31.39,367.16,1,1,1,-0.25
90.05,2.53,-1.57,20.55,30.78,371.71,1.05,1.05,1.05,-0.23
-0.3,1.1,4.06,20.72,31.88,371.71,1.9,1.9,1.9,-0.3
-0.3,1.25,27.82,21.31,33.56,371.71,1.9,1.9,1.9,-0.3
-0.3,1.53,36.9,21.47,34.12,371.71,1.9,1.9,1.9,-0.3
-0.3,2.57,40.47,21.5,34.2,371.71,1.9,1.9,1.9,-0.3
75.93,4.04,19.79,21.46,34.09,394.45,1.59,1.59,1.59,-0.1
456.71,6.12,-3.96,20.98,32.65,413.1,1,1,1,-0.28
448.32,6.15,-3.59,19.9,30.84,413.1,1,1,1,-0.24
385.57,5.63,-2.28,19.6,29.76,406.24,0.99,0.99,0.99,-0.27
770.97,7.75,1.83,19.53,29.54,405.52,1,1,1,-0.28
717.42,7.5,-2.03,19.64,29.5,400.15,1,1,1,-0.24
360.69,5.25,-1.27,19.51,29.49,389.09,0.99,0.99,0.99,-0.25
554.12,6.71,2.85,19.47,29.35,390.29,1,1,1,-0.26
651.81,7.22,2.91,19.71,29.55,390.29,1,1,1,-0.26
629.75,6.88,-0.76,19.74,29.69,393.74,1,1,1,-0.28
685.73,7.16,0.41,19.68,29.7,390.33,1,1,1,-0.27
623.33,6.76,-0.3,19.69,29.83,390.33,1,1,1,-0.27
546.5,6.33,3.42,19.6,29.9,390.33,1,1,1,-0.26
560.81,6.52,1.97,19.55,29.9,390.33,1,1,1,-0.25
638.6,6.87,0.05,19.42,29.75,384.55,1,1,1,-0.27
672.05,7.08,0.45,19.3,29.55,382.71,1,1,1,-0.25
668.62,7,-1.17,19.22,29.6,382.71,1,1,1,-0.25
643.53,6.84,-2.45,19.23,29.63,382.71,1,1,1,-0.27
634.81,6.86,-1.77,19.14,29.7,379.54,1,1,1,-0.26
766.61,7.21,3.53,18.97,29.55,381.41,1,1,1,-0.22
736.65,7.28,0.59,18.9,29.48,379.21,1,1,1,-0.24
783.88,7.39,1.47,18.9,29.4,375.06,1,1,1,-0.28
646.44,6.8,-2.45,18.85,29.52,373.11,1,1,1,-0.25
554.43,6.4,-0.12,18.74,29.6,369.9,1,1,1,-0.26
678.83,7.03,3.08,18.6,29.45,372.16,1,1,1,-0.28
876.92,7.71,3.26,18.62,29.37,376.57,1,1,1,-0.21
820.24,7.61,-2.29,18.7,29.32,378.67,1,1,1,-0.24
644.41,6.6,-0.55,18.82,29.49,373.59,1,1,1,-0.24
503.3,5.86,-0.62,18.93,29.56,367.29,0.99,0.99,0.99,-0.24
456.74,5.61,-1.38,19.12,29.69,365.64,0.99,0.99,0.99,-0.24
464.75,5.71,4.85,19.24,29.52,364.56,0.99,0.99,0.99,-0.25
494.34,5.89,-0.2,19.38,29.61,371.22,0.99,0.99,0.99,-0.25
606.85,6.38,0.55,19.51,29.6,377.51,1,1,1,-0.31
1256.18,9.02,2.42,19.83,29.83,394.25,1,1,1,-0.23
887.11,7.34,-0.77,20.2,30.03,391.58,1,1,1,-0.25
582.56,6.29,1.03,20.3,30.49,385.16,1,1,1,-0.25
575.6,6.41,-0.41,20.4,30.77,385.66,1,1,1,-0.27
416.51,5.52,-0.91,20.5,30.8,387.9,0.99,0.99,0.99,-0.27
465.06,5.88,-0.26,20.74,30.84,388.45,0.99,0.99,0.99,-0.25
411.58,5.5,0.7,20.99,30.88,388.79,0.99,0.99,0.99,-0.26
462.93,5.73,0.56,21.31,30.99,391.69,0.99,0.99,0.99,-0.27
394.22,5.38,0.88,21.62,31.17,394.1,0.99,0.99,0.99,-0.27
361.35,5.04,-0.7,21.99,31.28,390.1,0.99,0.99,0.99,-0.25
283.93,4.61,2.11,22.33,31.37,390.43,0.99,0.99,0.99,-0.25
76.85,2.47,-1.96,22.64,31.6,392.74,0.99,0.99,0.99,-0.23
118,2.99,1.09,23.11,32.18,404.9,0.99,0.99,0.99,-0.24
10.06,1.53,4.29,23.41,32.43,404.1,0.99,0.99,0.99,-0.2
-0.31,1.12,6.37,23.81,33.16,410.02,1.53,1.53,1.53,-0.32
-0.3,0.72,66.63,24.37,35.02,415.58,1.9,1.9,1.9,-0.3
-0.3,1.8,-55.64,24.91,36.33,415.58,1.9,1.9,1.9,-0.3
-0.3,1.56,-126.43,25.28,36.8,415.58,1.9,1.9,1.9,-0.3
-0.3,1.86,-18.89,25.63,37.08,415.58,1.9,1.9,1.9,-0.3
-0.3,1.34,127.1,26.1,37.29,415.58,1.9,1.9,1.9,-0.3
-0.3,2.33,-66.23,26.25,37.29,415.58,1.9,1.9,1.9,-0.3
-0.3,2.86,-138.46,26.47,37.29,395.67,1.9,1.9,1.9,-0.3
-0.3,1.75,-79.18,26.6,37.46,343.07,1.9,1.9,1.9,-0.3
-0.3,3.58,-99.57,26.83,37.68,338.12,1.9,1.9,1.9,-0.3
-0.24,2.08,-9.6,27.15,37.91,230.32,1.68,1.68,1.68,-0.24
0,2.54,0.35,27.31,38.26,210.44,1.78,1.78,1.78,0
28.53,3.31,-0.13,27.45,38.41,218.47,1.45,1.45,1.45,0.08
-1.43,2.91,-3.84,27.83,38.21,228.44,1.5,1.5,1.5,-0.26
8.82,1.59,9.86,28.15,38.33,210.31,1.32,1.32,1.32,-0.07
-0.3,2.75,-7.15,28.22,38.8,216.9,1.9,1.9,1.9,-0.3
46.4,3.01,2.19,28.49,38.9,232.66,1.18,1.18,1.18,-0.08
185.64,3.99,-1.52,28.39,37.73,230.3,0.99,0.99,0.99,-0.25
223.42,3.82,-4.92,27.42,35.86,191.66,0.99,0.99,0.99,-0.18
52.5,3.47,10.68,27.49,35.44,200.75,1.21,1.21,1.21,-0.07
-0.58,2.24,-16.7,27.65,35.36,221.87,1.57,1.57,1.57,-0.27
-0.3,3.4,3.98,28.23,37.3,184.94,1.83,1.83,1.83,-0.31
162.98,3.37,5.27,28.49,37.19,195.09,1,1,1,-0.02
278.12,4.48,-1.22,28.12,35.91,218.97,0.99,0.99,0.99,-0.24
-5.43,2.67,-12.38,28.24,35.89,231.04,1.4,1.4,1.4,-0.28
186.55,3.57,4.25,28.8,37.1,193.06,1,1,1,-0.02
37.78,2.63,-6.62,28.52,36.34,238.15,0.99,0.99,0.99,-0.26
260.72,4.43,-7.46,28.6,36.4,171.87,0.99,0.99,0.99,-0.26
336.02,5.3,5.31,28.62,36.23,182.17,0.99,0.99,0.99,-0.25
324.93,4.59,-1.81,28.62,36.23,208.63,1,1,1,-0.18
75.24,3.3,6.97,28.74,36.5,191.43,1.12,1.12,1.12,-0.06
243.78,4.57,-12.19,28.88,36.74,198.21,0.99,0.99,0.99,-0.24
484.94,5.27,9,28.78,36.45,174.2,1,1,1,-0.29
339.1,4.92,-2.21,28.67,36.52,216.04,0.99,0.99,0.99,-0.19
1216.19,10.64,3.82,28.49,36.32,213.74,1.06,1.06,1.06,-0.31
541.57,6.07,-4.25,28.26,36.08,220.1,0.99,0.99,0.99,-0.17
475.32,5.81,1.96,28.41,36.65,207.99,1,1,1,-0.25
345.65,5.01,-1.45,28.73,37.26,202.91,0.99,0.99,0.99,-0.24
323.35,4.88,1.42,28.86,37.23,198.95,0.99,0.99,0.99,-0.22
445,5.54,-3.49,29.01,37.4,196.07,0.99,0.99,0.99,-0.23
289.98,4.24,0.63,29.12,37.48,187.45,0.99,0.99,0.99,-0.22
762.84,7.46,-2.82,29.32,37.81,185.17,1,1,1,-0.28
435.52,5.34,3.6,29.4,37.87,176.43,0.99,0.99,0.99,-0.23
240.32,4.17,-0.07,29.52,38.04,190.48,0.99,0.99,0.99,-0.21
753.28,7.28,-0.34,29.65,38.29,198.53,1,1,1,-0.27
841.19,7.53,2.07,29.49,38.31,190.37,1,1,1,-0.23
524.14,5.97,-1.14,29.49,38.38,194.88,1,1,1,-0.2
184.13,3.7,1.98,29.45,38.27,181.9,0.99,0.99,0.99,-0.22
523.15,6.01,-1.31,29.59,38.64,193.76,1,1,1,-0.27
447.53,5.82,0.4,29.45,38.63,192.11,0.99,0.99,0.99,-0.23
523.83,6.67,4.82,29.41,38.65,205.64,1.16,1.16,1.16,-0.23
221.38,4.36,-1,29.47,38.46,228.97,1,1,1,-0.04
488.66,7.1,4.23,29.41,38.34,229.86,1.17,1.17,1.17,-0.04
414.39,5.54,2.59,29.32,38.25,261.85,0.99,0.99,0.99,-0.22
491.9,5.72,1.93,29.36,38.26,280.53,0.99,0.99,0.99,-0.24
535.02,6.35,-5.45,29.39,38.35,258.89,1,1,1,-0.26
514.17,6.13,1.68,29.35,38.32,248.76,0.99,0.99,0.99,-0.29
879.34,7.71,0.83,29.28,38.49,251.76,1,1,1,-0.27
530.08,6.36,0.65,29.2,38.51,249.39,1,1,1,-0.18
317.02,5.05,0.17,29.14,38.48,248.5,0.99,0.99,0.99,-0.21
331.77,5.05,0.72,29.09,38.27,257.37,0.99,0.99,0.99,-0.24
585.39,6.4,1.1,28.96,38.38,258.17,1,1,1,-0.28
574.04,6.39,0.37,28.75,38.31,267.54,1,1,1,-0.22
512.58,6.1,0.4,28.56,38.21,270.5,1,1,1,-0.25
490.61,5.98,2.83,28.38,38.11,267.72,0.99,0.99,0.99,-0.25
1088.63,8.54,-1.3,28.17,37.9,270.79,1,1,1,-0.22
741.82,7.01,1.23,27.76,37.52,274.87,1,1,1,-0.2
735.28,7.24,-3.61,27.44,37.51,278.54,1,1,1,-0.24
742.02,7.08,3.29,27.38,37.4,273.21,1,1,1,-0.24
646.91,6.69,0.85,27.22,37.4,280.26,1,1,1,-0.25
621.52,6.71,3.4,27.03,37.38,280.84,1,1,1,-0.28
412.53,5.25,-0.13,26.82,37.11,287.13,0.99,0.99,0.99,-0.23
284.68,4.64,5.07,26.67,36.51,300.51,0.99,0.99,0.99,-0.26
201.74,4.06,6.85,26.38,36.2,337.63,0.99,0.99,0.99,-0.24
235.14,4.62,1.84,25.9,35.52,350.19,0.99,0.99,0.99,-0.25
269.43,4.96,3.28,25.56,34.94,353.46,0.99,0.99,0.99,-0.24
249.1,4.87,-3.81,25.21,34.53,358.81,0.99,0.99,0.99,-0.25
270.1,5,-1.73,24.93,34.16,358.81,0.99,0.99,0.99,-0.27
218.92,4.53,3.32,24.7,33.82,364.25,0.99,0.99,0.99,-0.24
202.53,4.35,0.98,24.42,33.38,376.03,0.99,0.99,0.99,-0.23
249.72,4.71,0.59,24.2,33.02,376.03,0.99,0.99,0.99,-0.25
315.85,5.22,-0.78,24.1,32.95,369.4,0.99,0.99,0.99,-0.25
209.14,4.45,-3.35,23.98,32.72,370.43,0.99,0.99,0.99,-0.25
158.78,3.9,2.52,23.81,32.52,367.43,0.99,0.99,0.99,-0.24
196.67,4.33,3.06,23.56,32.26,380,0.99,0.99,0.99,-0.24
261.56,5.04,2.09,23.19,31.92,384.59,0.99,0.99,0.99,-0.23
382.65,6.02,1.84,23.08,31.84,384.59,0.99,0.99,0.99,-0.25
395.67,5.98,0.78,23.1,32.03,384.59,1,1,1,-0.24
331.94,5.43,4.39,23.1,31.92,384.59,0.99,0.99,0.99,-0.25
353.99,5.59,1.99,23.1,31.75,390.27,0.99,0.99,0.99,-0.27
358.54,5.59,2.33,23.04,31.81,392.19,0.99,0.99,0.99,-0.26
342,5.46,3.47,22.98,31.72,395.5,0.99,0.99,0.99,-0.24
221.21,4.3,3.85,22.65,31.47,410.21,0.99,0.99,0.99,-0.24
121,3.02,5.51,22.23,30.95,417.28,0.99,0.99,0.99,-0.23
39.78,1.79,1.5,21.92,30.9,435.46,0.99,0.99,0.99,-0.24
11,1.26,-3.34,21.68,31.11,436.65,0.99,0.99,0.99,-0.23
32.35,1.57,-4.12,21.53,31.17,434.46,0.99,0.99,0.99,-0.25
26.32,1.61,-3.47,21.29,31.05,424.02,0.99,0.99,0.99,-0.23
22.54,1.67,-9.1,21.02,30.86,413.38,0.99,0.99,0.99,-0.26
58.43,2.04,-3.03,20.95,30.68,411.43,0.99,0.99,0.99,-0.22
113.48,2.96,1.07,20.9,30.25,411.43,0.99,0.99,0.99,-0.26
70.63,2.26,7.04,20.94,29.94,411.43,0.99,0.99,0.99,-0.26
130.53,3.02,-2.3,20.93,29.93,411.43,0.99,0.99,0.99,-0.27
126.3,3.35,4.31,21.02,29.72,411.96,0.99,0.99,0.99,-0.24
59.4,2.43,-4.87,21,29.68,415.05,0.99,0.99,0.99,-0.25
103.53,2.68,-2.48,20.8,29.61,407.43,0.99,0.99,0.99,-0.27
210.22,4.22,0.5,20.95,29.5,415.48,0.99,0.99,0.99,-0.26
228.4,4.36,-4.11,21.08,29.53,413.24,0.99,0.99,0.99,-0.24
218.8,4.3,-2.1,21,29.43,411.27,0.99,0.99,0.99,-0.24
213.75,4.27,-0.69,21.03,29.4,411.27,0.99,0.99,0.99,-0.24
136.07,3.5,-6.1,21.01,29.41,395.5,0.99,0.99,0.99,-0.24
175.66,3.82,3.62,20.84,29.21,383.32,0.99,0.99,0.99,-0.24
185.33,3.93,2.04,20.81,29.09,390.3,0.99,0.99,0.99,-0.24
190.31,4.1,-1.37,20.9,29.09,391.91,0.99,0.99,0.99,-0.25
157.19,3.76,0.5,20.9,29.05,391.36,0.99,0.99,0.99,-0.26
177.5,3.64,1.29,20.8,29.04,383.28,0.99,0.99,0.99,-0.23
143.3,3.31,0.75,20.89,28.99,389.7,0.99,0.99,0.99,-0.27
249.84,4.47,-4.46,20.67,29,369.07,0.99,0.99,0.99,-0.27
305.74,4.78,2.97,20.45,28.84,357.47,0.99,0.99,0.99,-0.25
233.42,4.17,2.9,20.57,28.8,362.51,0.99,0.99,0.99,-0.25
214.9,4.2,-4.19,20.63,28.9,358.5,0.99,0.99,0.99,-0.24
501.06,6.18,-3.95,20.5,29.06,337.39,1,1,1,-0.29
385.96,5.4,2.37,20.45,29.12,333.27,0.99,0.99,0.99,-0.23
293.4,4.79,4.88,20.84,29.18,344.31,0.99,0.99,0.99,-0.23
279.88,4.78,0.34,21.04,29.31,343.26,0.99,0.99,0.99,-0.22
211.34,4.14,4.8,21.15,29.38,347.83,0.99,0.99,0.99,-0.24
218.74,4.44,1.12,21.24,29.44,343.8,0.99,0.99,0.99,-0.24
139.15,3.52,2.59,21.41,29.48,356.22,0.99,0.99,0.99,-0.22
113.74,3.09,-0.46,21.49,29.7,340.09,0.99,0.99,0.99,-0.24
86.51,2.75,-4.43,21.77,29.91,347.42,0.99,0.99,0.99,-0.27
41.54,1.89,5.9,22.04,30.15,346.08,0.99,0.99,0.99,-0.22
7.45,1.51,-0.73,22.32,30.55,364.71,0.99,0.99,0.99,-0.24
5.32,1.39,6.12,22.58,30.99,373.49,1,1,1,-0.24
0.16,1.2,-1.47,22.81,31.2,391.77,1.01,1.01,1.01,-0.08
-0.31,1.39,-0.12,23,30.65,391.77,1.6,1.6,1.6,-0.31
-0.3,1.27,14.77,23.42,31.57,391.77,1.9,1.9,1.9,-0.3
-0.3,0.97,7.69,23.86,32.42,391.77,1.9,1.9,1.9,-0.3
-0.3,0.81,7.04,24.31,32.95,391.77,1.9,1.9,1.9,-0.3
-0.3,0.83,29.79,24.73,33.34,391.77,1.9,1.9,1.9,-0.3
-0.3,1.23,47.76,25.12,33.59,391.77,1.9,1.9,1.9,-0.3
-0.3,1.07,67.74,25.46,33.75,391.77,1.9,1.9,1.9,-0.3
-0.3,1.08,110.87,25.83,34.01,391.77,1.9,1.9,1.9,-0.3
-0.3,1.04,93.12,26.06,34.24,391.77,1.9,1.9,1.9,-0.3
-0.3,0.94,71.9,26.37,34.47,391.77,1.9,1.9,1.9,-0.3
-0.3,1.71,109.1,26.8,35.03,391.77,1.9,1.9,1.9,-0.3
-0.3,2.02,138.1,27.22,35.68,391.77,1.9,1.9,1.9,-0.3
-0.3,2.2,113.92,27.57,35.95,391.77,1.9,1.9,1.9,-0.3
-0.3,2.78,106.49,27.88,36.19,366.42,1.9,1.9,1.9,-0.3
-0.3,3.77,-89.02,28.03,36.56,281.39,1.9,1.9,1.9,-0.3
99.96,3.56,1.38,28.41,36.7,213.05,1.14,1.14,1.14,-0.04
165.65,3.58,-1.87,28.88,36.55,213.26,0.99,0.99,0.99,-0.22
217.39,4.18,-3.9,28.61,35.78,221.43,0.99,0.99,0.99,-0.25
236.19,4.16,2.36,28.59,35.43,185.72,0.99,0.99,0.99,-0.25
369.41,4.53,3.55,28.57,35.6,211,1,1,1,-0.17
263.84,4.12,-5.35,28.64,35.7,211.31,0.99,0.99,0.99,-0.28
599.43,6.46,-0.04,28.51,35.92,202.42,1,1,1,-0.26
285.32,4.27,3.75,28.57,36,192.86,0.99,0.99,0.99,-0.26
756.21,7.09,-1.54,28.6,36.47,210.36,1,1,1,-0.27
246.27,9.2,4.42,28.62,36.63,228.52,1.71,1.71,1.71,-0.22
-0.3,11.34,30.63,28.77,37.49,229.72,1.9,1.9,1.9,-0.3
-0.3,9.51,42.55,28.76,37.86,230.24,1.9,1.9,1.9,-0.3
-0.3,8.51,38.23,28.77,37.81,234.32,1.9,1.9,1.9,-0.3
-0.3,8.8,30.52,28.79,38.22,234.33,1.9,1.9,1.9,-0.3
-0.3,8.35,21.07,28.92,38.61,234.33,1.9,1.9,1.9,-0.3
-0.3,6.85,35.06,29.09,38.76,234.32,1.9,1.9,1.9,-0.3
-0.3,3.72,35.05,29.24,38.93,234.32,1.9,1.9,1.9,-0.3
-0.3,4,-27.72,29.75,39.54,234.33,1.9,1.9,1.9,-0.3
-0.3,3.1,-9.65,30.19,40.3,234.33,1.9,1.9,1.9,-0.3
-0.3,6.58,-2.02,30.62,40.61,234.33,1.9,1.9,1.9,-0.3
-0.3,5.7,-42.76,30.54,40.31,234.33,1.9,1.9,1.9,-0.3
-0.3,4.9,-15.34,30.42,40.14,234.33,1.9,1.9,1.9,-0.3
-0.3,4.3,5.45,30.54,40.37,234.33,1.9,1.9,1.9,-0.3
-0.3,4.65,-9.49,30.67,40.66,234.33,1.9,1.9,1.9,-0.3
-0.3,9.26,-34.16,30.74,40.46,234.33,1.9,1.9,1.9,-0.3
-0.3,5.56,-20.49,30.63,40.12,234.33,1.9,1.9,1.9,-0.3
-0.3,5.43,-42.41,30.59,40.3,234.33,1.9,1.9,1.9,-0.3
-0.3,6.48,-36.6,30.95,40.45,234.33,1.9,1.9,1.9,-0.3
-0.3,5.96,-19.21,31.08,40.49,234.33,1.9,1.9,1.9,-0.3
-0.3,8.16,-18.41,30.8,40.26,234.33,1.9,1.9,1.9,-0.3
-0.3,3.48,-0.71,30.54,40.09,234.33,1.9,1.9,1.9,-0.3
-0.3,6.06,10.87,30.52,40.07,234.33,1.9,1.9,1.9,-0.3
-0.3,4.87,-2.15,30.51,39.91,234.33,1.9,1.9,1.9,-0.3
0,0,-9.44,-258.02,-258.02,221.33,0.94,0.94,0.94,0
0,0,-9.98,-272.71,-272.71,233.93,1,1,1,0
0,0,-9.23,-252.18,-252.18,216.32,0.92,0.92,0.92,0
0,5.45,32.92,1.37,6.7,234.26,1.82,1.82,1.82,0
0,5.11,10.17,30.48,36.72,240.03,1.88,1.88,1.88,0
734.18,7.24,1.06,30.13,37.24,219.44,1.07,1.07,1.07,-0.08
1060.37,8.48,-0.06,29.02,36.13,237.67,1,1,1,-0.31
1411.81,10.57,-0.19,28.47,35.88,228.19,1.03,1.03,1.03,-0.2
1543.7,14.07,1.4,27.95,35.44,263.14,1.12,1.12,1.12,-0.2
1546.41,13.47,0.18,27.23,34.96,266.79,1.11,1.11,1.11,-0.2
1547.67,12.97,6.42,26.76,34.78,272.94,1.1,1.1,1.1,-0.18
1547.98,12.49,1.84,26.45,34.86,280.45,1.09,1.09,1.09,-0.13
1482.72,10.76,-1.54,26.15,35.08,289.93,1.04,1.04,1.04,-0.21
1295.3,9.04,1.99,25.86,35.53,290.09,1.01,1.01,1.01,-0.21
1147.33,8.58,3.09,25.74,36.11,300.97,1.02,1.02,1.02,-0.31
1528.18,10.75,2.15,25.26,36.13,319.5,1.03,1.03,1.03,-0.19
1264.34,8.81,0.5,24.87,36.08,326.1,1,1,1,-0.23
1505.11,10.25,3.31,24.58,36.13,330.9,1.02,1.02,1.02,-0.23
986.94,7.97,2.79,24.05,35.91,338.48,1,1,1,-0.22
1118.43,8.4,0.97,23.58,35.89,349.95,1,1,1,-0.2
1020.5,8.1,2.86,23.25,35.66,359.43,1,1,1,-0.26
887.81,7.59,2.13,23.03,35.56,369.04,1,1,1,-0.2
973.44,7.94,3.72,22.92,35.4,379.38,1,1,1,-0.28
1125.62,8.47,0.68,22.82,35.19,383.47,1,1,1,-0.2
1124.67,8.53,2,22.65,34.94,380.08,1,1,1,-0.19
972.94,7.99,-0.78,22.55,34.79,383.77,1,1,1,-0.25
948.54,7.86,2.98,22.5,34.75,380.03,1,1,1,-0.19
917.97,7.84,2.84,22.43,34.7,386.84,1,1,1,-0.29
755.6,7.2,2.2,22.37,34.59,382.32,1,1,1,-0.25
851.71,7.57,-3.63,22.29,34.5,385.38,1,1,1,-0.21
1032.56,8.42,-1.19,22.33,34.34,375.67,1,1,1,-0.31
655.18,6.3,1.4,22.41,33.88,378.35,1,1,1,-0.2
1224.59,8.96,1.92,22.34,33.87,389.85,1.01,1.01,1.01,-0.26
1016.93,8.11,1.96,22.07,33.88,397.83,1,1,1,-0.18
1092.43,8.58,0.83,21.93,33.69,402.58,1,1,1,-0.28
1062.91,8.38,-0.14,21.82,33.6,405.42,1,1,1,-0.27
1174.69,8.87,-0.64,21.8,33.66,405.43,1,1,1,-0.24
970.79,8.15,4.43,21.72,33.54,405.43,1,1,1,-0.22
782.71,7.34,3.97,21.57,33.41,407.86,1,1,1,-0.22
349.99,5.08,2.87,21.43,33.09,417.15,0.99,0.99,0.99,-0.26
449.14,5.89,-4.15,21.13,32.8,418.51,0.99,0.99,0.99,-0.23
373.38,5.37,-0.29,20.88,32.42,404.29,0.99,0.99,0.99,-0.26
388.03,5.53,-1.88,20.72,31.85,404.66,0.99,0.99,0.99,-0.25
490.81,6.17,-3.2,20.55,31.64,404.66,1,1,1,-0.28
448.13,5.9,-3.43,20.38,31.36,401.58,0.99,0.99,0.99,-0.27
559,6.45,0.52,20.2,31.22,397.05,1,1,1,-0.26
509.08,6.18,0.55,19.98,30.9,397.04,1,1,1,-0.27
586.92,6.57,-4.14,19.79,30.7,397.04,1,1,1,-0.26
640.67,6.73,-1.8,19.7,30.71,390.04,1,1,1,-0.26
677.45,6.82,-0.59,19.7,30.59,389.46,1,1,1,-0.26
658.99,6.79,1.11,19.66,30.59,389.46,1,1,1,-0.25
632.56,6.75,2.49,19.49,30.54,382.29,1,1,1,-0.27
596.34,6.52,-0.05,19.4,30.35,381.93,1,1,1,-0.26
665.69,6.82,-0.18,19.4,30.33,381.93,1,1,1,-0.25
620.73,6.64,-4.06,19.36,30.3,378.3,1,1,1,-0.29
636.7,6.69,-0.36,19.2,30.29,366.89,1,1,1,-0.29
679.52,6.84,1.36,19.23,30.17,370.95,1,1,1,-0.26
550.08,6.05,-4.33,19.3,30.17,374.2,1,1,1,-0.26
578.38,6.46,0.48,19.25,30.18,366.69,1,1,1,-0.27
559.33,6.3,-3.49,19.3,30.15,366.69,1,1,1,-0.23
599.27,6.5,-2.73,19.3,30.04,363.93,1,1,1,-0.28
594.19,6.55,3.03,19.35,30,359.07,1,1,1,-0.27
499.42,6.07,-2.71,19.4,29.86,365.09,1,1,1,-0.25
484.71,6.03,0.14,19.3,29.62,359.07,1,1,1,-0.25
520.48,6.26,-1.49,19.39,29.54,359.07,1,1,1,-0.25
